Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
363_R2_001	363_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20926097.0	3.1 Gbp	0.0	150.0	67.0	18.94078696556372	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
367_R1_001	367_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19352690.0	2.9 Gbp	0.0	150.0	67.0	23.259112560545443	150.0	150	pass	fail	fail	pass	fail	warn	pass	pass	fail	fail	fail
367_R2_001	367_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19352690.0	2.9 Gbp	0.0	150.0	67.0	20.75883248828022	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
376_R1_001	376_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36539657.0	5.4 Gbp	0.0	150.0	67.0	19.020972654609494	150.0	150	pass	fail	fail	pass	fail	warn	pass	pass	fail	fail	fail
376_R2_001	376_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36539657.0	5.4 Gbp	0.0	150.0	67.0	17.139994920525933	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
460_R1_001	460_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18956830.0	2.8 Gbp	0.0	150.0	69.0	24.454214969476006	150.0	150	pass	fail	fail	pass	fail	warn	pass	pass	fail	fail	fail
460_R2_001	460_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18956830.0	2.8 Gbp	0.0	150.0	67.0	22.251879418050102	150.0	150	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
485_R1_001	485_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19696678.0	2.9 Gbp	0.0	150.0	66.0	22.710265270255242	150.0	150	pass	fail	fail	pass	fail	warn	pass	pass	fail	fail	fail
485_R2_001	485_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19696678.0	2.9 Gbp	0.0	150.0	67.0	20.783805079596	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
501_R1_001	501_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21244405.0	3.1 Gbp	0.0	150.0	68.0	24.74446920695258	150.0	150	pass	fail	fail	pass	fail	warn	pass	pass	fail	fail	fail
501_R2_001	501_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21244405.0	3.1 Gbp	0.0	150.0	67.0	22.738051231447663	150.0	150	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
71_R1_001	71_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21953712.0	3.2 Gbp	0.0	150.0	66.0	28.391548193852405	150.0	150	pass	fail	fail	pass	fail	warn	pass	pass	fail	fail	fail
71_R2_001	71_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21953712.0	3.2 Gbp	0.0	150.0	67.0	27.853273274946332	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	fail
88_R1_001	88_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22568598.0	3.3 Gbp	0.0	150.0	66.0	21.95167794470069	150.0	150	pass	fail	fail	pass	fail	warn	pass	pass	fail	fail	fail
88_R2_001	88_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22568598.0	3.3 Gbp	0.0	150.0	67.0	22.11367109054318	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	fail
